team_id,team_name
5729,Akhisar Belediyespor
227,Antalyaspor
133,Besiktas
221,Bursaspor
2864,Eskisehirspor
223,Fenerbahce
294,Galatasaray
220,Gaziantepspor
156,Genclerbirligi
2201,Istanbul Basaksehir
3475,Kasimpasa
2200,Kayserispor
2006,Konyaspor
2192,Mersin
2005,Osmanlispor FK
750,Rizespor
2003,Sivasspor
226,Trabzonspor
